Time,Corrected Thrust
14.09,"5,102"
14.10,"5,102"
14.11,"5,101"
14.12,"5,101"
14.13,"5,100"
14.14,"5,100"
14.15,"5,099"
14.16,"5,099"
14.17,"5,098"
14.18,"5,098"
14.19,"5,097"
14.20,"5,096"
14.21,"5,096"
14.22,"5,095"
14.23,"5,095"
14.24,"5,094"
14.25,"5,094"
14.26,"5,093"
14.27,"5,093"
14.28,"5,092"
14.29,"5,092"
14.30,"5,091"
14.31,"5,091"
14.32,"5,090"
14.33,"5,089"
14.34,"5,089"
14.35,"5,088"
14.36,"5,088"
14.37,"5,087"
14.38,"5,087"
14.39,"5,086"
14.40,"5,086"
14.41,"5,085"
14.42,"5,085"
14.43,"5,084"
14.44,"5,083"
14.45,"5,083"
14.46,"5,082"
14.47,"5,082"
14.48,"5,081"
14.49,"5,081"
14.50,"5,080"
14.51,"5,080"
14.52,"5,079"
14.53,"5,078"
14.54,"5,078"
14.55,"5,077"
14.56,"5,077"
14.57,"5,076"
14.58,"5,076"
14.59,"5,075"
14.60,"5,075"
14.61,"5,074"
14.62,"5,074"
14.63,"5,073"
14.64,"5,072"
14.65,"5,072"
14.66,"5,071"
14.67,"5,071"
14.68,"5,070"
14.69,"5,070"
14.70,"5,069"
14.71,"5,068"
14.72,"5,068"
14.73,"5,067"
14.74,"5,067"
14.75,"5,066"
14.76,"5,066"
14.77,"5,065"
14.78,"5,065"
14.79,"5,064"
14.80,"5,063"
14.81,"5,063"
14.82,"5,062"
14.83,"5,062"
14.84,"5,061"
14.85,"5,061"
14.86,"5,060"
14.87,"5,060"
14.88,"5,059"
14.89,"5,058"
14.90,"5,058"
14.91,"5,057"
14.92,"5,057"
14.93,"5,056"
14.94,"5,056"
14.95,"5,055"
14.96,"5,054"
14.97,"5,054"
14.98,"5,053"
14.99,"5,053"
15.00,"5,052"
15.01,"5,052"
15.02,"5,051"
15.03,"5,050"
15.04,"5,050"
15.05,"5,049"
15.06,"5,049"
15.07,"5,048"
15.08,"5,048"
15.09,"5,047"
15.10,"5,046"
15.11,"5,046"
15.12,"5,045"
15.13,"5,045"
15.14,"5,044"
15.15,"5,044"
15.16,"5,043"
15.17,"5,042"
15.18,"5,042"
15.19,"5,041"
15.20,"5,041"
15.21,"5,040"
15.22,"5,040"
15.23,"5,039"
15.24,"5,038"
15.25,"5,038"
15.26,"5,037"
15.27,"5,037"
15.28,"5,036"
15.29,"5,035"
15.30,"5,035"
15.31,"5,034"
15.32,"5,034"
15.33,"5,033"
15.34,"5,033"
15.35,"5,032"
15.36,"5,031"
15.37,"5,031"
15.38,"5,030"
15.39,"5,030"
15.40,"5,029"
15.41,"5,028"
15.42,"5,028"
15.43,"5,027"
15.44,"5,027"
15.45,"5,026"
15.46,"5,026"
15.47,"5,025"
15.48,"5,024"
15.49,"5,024"
15.50,"5,023"
15.51,"5,023"
15.52,"5,022"
15.53,"5,021"
15.54,"5,021"
15.55,"5,020"
15.56,"5,020"
15.57,"5,019"
15.58,"5,018"
15.59,"5,018"
15.60,"5,017"
15.61,"5,017"
15.62,"5,016"
15.63,"5,016"
15.64,"5,015"
15.65,"5,014"
15.66,"5,014"
15.67,"5,013"
15.68,"5,013"
15.69,"5,012"
15.70,"5,011"
15.71,"5,010"
15.72,"5,009"
15.73,"5,009"
15.74,"5,008"
15.75,"5,008"
15.76,"5,007"
15.77,"5,006"
15.78,"5,006"
15.79,"5,005"
15.80,"5,005"
15.81,"5,004"
15.82,"5,004"
15.83,"5,003"
15.84,"5,002"
15.85,"5,002"
15.86,"5,001"
15.87,"5,001"
15.88,"5,000"
15.89,"4,999"
15.90,"4,999"
15.91,"4,998"
15.92,"4,998"
15.93,"4,997"
15.94,"4,996"
15.95,"4,996"
15.96,"4,995"
15.97,"4,995"
15.98,"4,994"
15.99,"4,993"
16.00,"4,993"
16.01,"4,992"
16.02,"4,992"
16.03,"4,991"
16.04,"4,990"
16.05,"4,990"
16.06,"4,989"
16.07,"4,989"
16.08,"4,988"
16.09,"4,987"
16.10,"4,987"
16.11,"4,986"
16.12,"4,985"
16.13,"4,985"
16.14,"4,984"
16.15,"4,984"
16.16,"4,983"
16.17,"4,982"
16.18,"4,982"
16.19,"4,981"
16.20,"4,981"
16.21,"4,980"
16.22,"4,979"
16.23,"4,979"
16.24,"4,978"
16.25,"4,978"
16.26,"4,977"
16.27,"4,976"
16.28,"4,976"
16.29,"4,975"
16.30,"4,974"
16.31,"4,974"
16.32,"4,973"
16.33,"4,973"
16.34,"4,972"
16.35,"4,971"
16.36,"4,971"
16.37,"4,970"
16.38,"4,969"
16.39,"4,969"
16.40,"4,968"
16.41,"4,968"
16.42,"4,967"
16.43,"4,966"
16.44,"4,966"
16.45,"4,965"
16.46,"4,964"
16.47,"4,964"
16.48,"4,963"
16.49,"4,963"
16.50,"4,962"
16.51,"4,961"
16.52,"4,961"
16.53,"4,960"
16.54,"4,959"
16.55,"4,959"
16.56,"4,958"
16.57,"4,958"
16.58,"4,957"
16.59,"4,956"
16.60,"4,956"
16.61,"4,955"
16.62,"4,954"
16.63,"4,954"
16.64,"4,953"
16.65,"4,952"
16.66,"4,952"
16.67,"4,951"
16.68,"4,951"
16.69,"4,950"
16.70,"4,949"
16.71,"4,949"
16.72,"4,948"
16.73,"4,947"
16.74,"4,947"
16.75,"4,946"
16.76,"4,945"
16.77,"4,945"
16.78,"4,944"
16.79,"4,944"
16.80,"4,943"
16.81,"4,942"
16.82,"4,942"
16.83,"4,941"
16.84,"4,940"
16.85,"4,940"
16.86,"4,939"
16.87,"4,938"
16.88,"4,938"
16.89,"4,937"
16.90,"4,936"
16.91,"4,936"
16.92,"4,935"
16.93,"4,934"
16.94,"4,934"
16.95,"4,933"
16.96,"4,933"
16.97,"4,932"
16.98,"4,931"
16.99,"4,931"
17.00,"4,930"
17.01,"4,929"
17.02,"4,929"
17.03,"4,928"
17.04,"4,927"
17.05,"4,927"
17.06,"4,926"
17.07,"4,925"
17.08,"4,925"
17.09,"4,924"
17.10,"4,923"
17.11,"4,923"
17.12,"4,922"
17.13,"4,921"
17.14,"4,921"
17.15,"4,920"
17.16,"4,919"
17.17,"4,919"
17.18,"4,918"
17.19,"4,918"
17.20,"4,917"
17.21,"4,916"
17.22,"4,916"
17.23,"4,915"
17.24,"4,914"
17.25,"4,914"
17.26,"4,913"
17.27,"4,912"
17.28,"4,912"
17.29,"4,911"
17.30,"4,910"
17.31,"4,910"
17.32,"4,909"
17.33,"4,908"
17.34,"4,908"
17.35,"4,907"
17.36,"4,906"
17.37,"4,906"
17.38,"4,905"
17.39,"4,904"
17.40,"4,904"
17.41,"4,903"
17.42,"4,902"
17.43,"4,902"
17.44,"4,901"
17.45,"4,900"
17.46,"4,900"
17.47,"4,899"
17.48,"4,898"
17.49,"4,898"
17.50,"4,897"
17.51,"4,896"
17.52,"4,895"
17.53,"4,895"
17.54,"4,894"
17.55,"4,893"
17.56,"4,893"
17.57,"4,892"
17.58,"4,891"
17.59,"4,891"
17.60,"4,890"
17.61,"4,889"
17.62,"4,889"
17.63,"4,888"
17.64,"4,887"
17.65,"4,887"
17.66,"4,886"
17.67,"4,885"
17.68,"4,885"
17.69,"4,884"
17.70,"4,883"
17.71,"4,883"
17.72,"4,882"
17.73,"4,881"
17.74,"4,881"
17.75,"4,880"
17.76,"4,879"
17.77,"4,878"
17.78,"4,878"
17.79,"4,877"
17.80,"4,876"
17.81,"4,875"
17.82,"4,874"
17.83,"4,874"
17.84,"4,873"
17.85,"4,872"
17.86,"4,872"
17.87,"4,871"
17.88,"4,870"
17.89,"4,870"
17.90,"4,869"
17.91,"4,868"
17.92,"4,868"
17.93,"4,867"
17.94,"4,866"
17.95,"4,865"
17.96,"4,865"
17.97,"4,864"
17.98,"4,863"
17.99,"4,863"
18.00,"4,862"
18.01,"4,861"
18.02,"4,861"
18.03,"4,860"
18.04,"4,859"
18.05,"4,859"
18.06,"4,858"
18.07,"4,857"
18.08,"4,856"
18.09,"4,856"
18.10,"4,855"
18.11,"4,854"
18.12,"4,854"
18.13,"4,853"
18.14,"4,852"
18.15,"4,852"
18.16,"4,851"
18.17,"4,850"
18.18,"4,850"
18.19,"4,849"
18.20,"4,848"
18.21,"4,847"
18.22,"4,847"
18.23,"4,846"
18.24,"4,845"
18.25,"4,845"
18.26,"4,844"
18.27,"4,843"
18.28,"4,842"
18.29,"4,842"
18.30,"4,841"
18.31,"4,840"
18.32,"4,840"
18.33,"4,839"
18.34,"4,838"
18.35,"4,837"
18.36,"4,837"
18.37,"4,836"
18.38,"4,835"
18.39,"4,835"
18.40,"4,834"
18.41,"4,833"
18.42,"4,833"
18.43,"4,832"
18.44,"4,831"
18.45,"4,830"
18.46,"4,830"
18.47,"4,829"
18.48,"4,828"
18.49,"4,827"
18.50,"4,827"
18.51,"4,826"
18.52,"4,825"
18.53,"4,825"
18.54,"4,824"
18.55,"4,823"
18.56,"4,822"
18.57,"4,822"
18.58,"4,821"
18.59,"4,820"
18.60,"4,820"
18.61,"4,819"
18.62,"4,818"
18.63,"4,817"
18.64,"4,817"
18.65,"4,816"
18.66,"4,815"
18.67,"4,814"
18.68,"4,814"
18.69,"4,813"
18.70,"4,812"
18.71,"4,812"
18.72,"4,811"
18.73,"4,810"
18.74,"4,809"
18.75,"4,809"
18.76,"4,808"
18.77,"4,807"
18.78,"4,806"
18.79,"4,806"
18.80,"4,805"
18.81,"4,804"
18.82,"4,803"
18.83,"4,803"
18.84,"4,802"
18.85,"4,801"
18.86,"4,801"
18.87,"4,800"
18.88,"4,799"
18.89,"4,798"
18.90,"4,798"
18.91,"4,797"
18.92,"4,796"
18.93,"4,795"
18.94,"4,795"
18.95,"4,794"
18.96,"4,793"
18.97,"4,792"
18.98,"4,792"
18.99,"4,791"
19.00,"4,790"
19.01,"4,789"
19.02,"4,789"
19.03,"4,788"
19.04,"4,787"
19.05,"4,786"
19.06,"4,786"
19.07,"4,785"
19.08,"4,784"
19.09,"4,783"
19.10,"4,783"
19.11,"4,782"
19.12,"4,781"
19.13,"4,780"
19.14,"4,780"
19.15,"4,778"
19.16,"4,779"
19.17,"4,777"
19.18,"4,778"
19.19,"4,774"
19.20,"4,777"
19.21,"4,772"
19.22,"4,778"
19.23,"4,767"
19.24,"4,780"
19.25,"4,761"
19.26,"4,785"
19.27,"4,750"
19.28,"4,796"
19.29,"4,730"
19.30,"4,821"
19.31,"4,691"
19.32,"4,872"
19.33,"4,615"
19.34,"4,976"
19.35,"4,458"
19.36,"5,189"
19.37,"4,131"
19.38,"5,618"
19.39,"3,440"
19.40,"6,425"
19.41,"2,536"
